gene_stable_id	accession	gene_display_label	gene_desc	gene_biotype	chr_name	gene_start	gene_end	gene_strand	gene_source	gene_version	trans_stable_id	prot_stable_id	display_label	info_type	target_chembl_id	db_source	target_type	pref_name	action_types	molecue_summary	max_molecule_phase_for_target	priority	drug_type	status
ENSG00000113070	Q99075	HBEGF	heparin-binding EGF-like growth factor [Source:HGNC Symbol;Acc:3059]	protein_coding	5	139712428	139726216	-1	ensembl_havana	6	ENST00000230990|ENST00000507104	ENSP00000230990|ENSP00000425696	HBEGF_HUMAN	DIRECT	CHEMBL3286070	SWISS-PROT	SINGLE PROTEIN	Proheparin-binding EGF-like growth factor	INHIBITOR	CHEMBL2109437 [KHK-2866][1][INHIBITOR][Antibody]	1	1	BIO_MOL	ORIGINAL
ENSG00000113083	P28300	LOX	lysyl oxidase [Source:HGNC Symbol;Acc:6664]	protein_coding	5	121398890	121413980	-1	ensembl_havana	8	ENST00000231004	ENSP00000231004	LYOX_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000113088	P49863	GZMK	granzyme K (granzyme 3; tryptase II) [Source:HGNC Symbol;Acc:4711]	protein_coding	5	54320081	54330398	1	ensembl_havana	5	ENST00000231009	ENSP00000231009	GRAK_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000113140	P09486	SPARC	secreted protein, acidic, cysteine-rich (osteonectin) [Source:HGNC Symbol;Acc:11219]	protein_coding	5	151040657	151066726	-1	ensembl_havana	6	ENST00000231061	ENSP00000231061	SPRC_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000113141	Q13123	IK	IK cytokine, down-regulator of HLA II [Source:HGNC Symbol;Acc:5958]	protein_coding	5	140026643	140042064	1	ensembl_havana	11	ENST00000417647	ENSP00000396301	RED_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000113161	P04035	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:5006]	protein_coding	5	74632154	74657929	1	ensembl_havana	11	ENST00000511206|ENST00000287936|ENST00000343975	ENSP00000426745|ENSP00000287936|ENSP00000340816	HMDH_HUMAN	DIRECT	CHEMBL402	SWISS-PROT	SINGLE PROTEIN	HMG-CoA reductase	INHIBITOR	CHEMBL503 [LOVASTATIN][4][INHIBITOR][Small molecule]|CHEMBL1200563 [CERIVASTATIN SODIUM][4][INHIBITOR][Small molecule]|CHEMBL1237061 [PITAVASTATIN CALCIUM][4][INHIBITOR][Small molecule]|CHEMBL2218894 [FLUVASTATIN SODIUM][4][INHIBITOR][Small molecule]|CHEMBL1744447 [ROSUVASTATIN CALCIUM][4][INHIBITOR][Small molecule]|CHEMBL690 [PRAVASTATIN SODIUM][4][INHIBITOR][Small molecule]|CHEMBL393220 [ATORVASTATIN CALCIUM][4][INHIBITOR][Small molecule]|CHEMBL1064 [SIMVASTATIN][4][INHIBITOR][Small molecule]|CHEMBL3989923 [PITAVASTATIN MAGNESIUM][4][INHIBITOR][Small molecule]|CHEMBL3989920 [PITAVASTATIN SODIUM][4][INHIBITOR][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000113231	O95263	PDE8B	phosphodiesterase 8B [Source:HGNC Symbol;Acc:8794]	protein_coding	5	76506274	76725632	1	ensembl_havana	9	ENST00000340978|ENST00000346042|ENST00000264917|ENST00000342343|ENST00000333194|ENST00000505283	ENSP00000345446|ENSP00000330428|ENSP00000264917|ENSP00000345646|ENSP00000331336|ENSP00000423461	PDE8B_HUMAN	DIRECT	CHEMBL2363066	SWISS-PROT	PROTEIN FAMILY	3',5'-cyclic phosphodiesterase	INHIBITOR	CHEMBL628 [PENTOXIFYLLINE][4][INHIBITOR][Small molecule]|CHEMBL932 [DIPYRIDAMOLE][4][INHIBITOR][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000113231	O95263	PDE8B	phosphodiesterase 8B [Source:HGNC Symbol;Acc:8794]	protein_coding	5	76506274	76725632	1	ensembl_havana	9	ENST00000340978|ENST00000346042|ENST00000264917|ENST00000342343|ENST00000333194|ENST00000505283	ENSP00000345446|ENSP00000330428|ENSP00000264917|ENSP00000345646|ENSP00000331336|ENSP00000423461	PDE8B_HUMAN	DIRECT	CHEMBL2363067	SWISS-PROT	PROTEIN FAMILY	Phosphodiesterase 8	INHIBITOR	CHEMBL1200875 [FLAVOXATE HYDROCHLORIDE][4][INHIBITOR][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000113240	Q9HAZ1	CLK4	CDC-like kinase 4 [Source:HGNC Symbol;Acc:13659]	protein_coding	5	178029665	178057616	-1	ensembl_havana	8	ENST00000316308	ENSP00000316948	CLK4_HUMAN	DIRECT								1	SMALL_MOL	ORIGINAL
ENSG00000113262	O15303	GRM6	glutamate receptor, metabotropic 6 [Source:HGNC Symbol;Acc:4598]	protein_coding	5	178405328	178423207	-1	ensembl_havana	10	ENST00000517717|ENST00000231188	ENSP00000430767|ENSP00000231188	GRM6_HUMAN	DIRECT								2	SMALL_MOL	ORIGINAL
ENSG00000113263	Q08881	ITK	IL2-inducible T-cell kinase [Source:HGNC Symbol;Acc:6171]	protein_coding	5	156569944	156682201	1	ensembl_havana	8	ENST00000422843	ENSP00000398655	ITK_HUMAN	DIRECT	CHEMBL2959	SWISS-PROT	SINGLE PROTEIN	Tyrosine-protein kinase ITK/TSK	INHIBITOR	CHEMBL1201733 [PAZOPANIB HYDROCHLORIDE][4][INHIBITOR][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000113296	P35443	THBS4	thrombospondin 4 [Source:HGNC Symbol;Acc:11788]	protein_coding	5	79287134	79379110	1	ensembl_havana	10	ENST00000350881	ENSP00000339730	TSP4_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000113302	P29460	IL12B	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40) [Source:HGNC Symbol;Acc:5970]	protein_coding	5	158741791	158757895	-1	ensembl_havana	4	ENST00000231228	ENSP00000231228	IL12B_HUMAN	DIRECT	CHEMBL2364153	SWISS-PROT	PROTEIN COMPLEX	Interleukin-12	INHIBITOR	CHEMBL1201835 [USTEKINUMAB][4][INHIBITOR][Antibody]|CHEMBL1742995 [BRIAKINUMAB][3][INHIBITOR][Antibody]	4	1	BIO_MOL	ORIGINAL
ENSG00000113302	P29460	IL12B	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40) [Source:HGNC Symbol;Acc:5970]	protein_coding	5	158741791	158757895	-1	ensembl_havana	4	ENST00000231228	ENSP00000231228	IL12B_HUMAN	DIRECT	CHEMBL2364154	SWISS-PROT	PROTEIN COMPLEX	Interleukin-23	INHIBITOR	CHEMBL1201835 [USTEKINUMAB][4][INHIBITOR][Antibody]|CHEMBL1742995 [BRIAKINUMAB][3][INHIBITOR][Antibody]	4	1	BIO_MOL	ORIGINAL
ENSG00000113302	P29460	IL12B	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40) [Source:HGNC Symbol;Acc:5970]	protein_coding	5	158741791	158757895	-1	ensembl_havana	4	ENST00000231228	ENSP00000231228	IL12B_HUMAN	DIRECT	CHEMBL3580484	SWISS-PROT	SINGLE PROTEIN	Interleukin-12 subunit beta	INHIBITOR	CHEMBL1742995 [BRIAKINUMAB][3][INHIBITOR][Antibody]	3	1	BIO_MOL	ORIGINAL
ENSG00000113303	Q6UX41	BTNL8	butyrophilin-like 8 [Source:HGNC Symbol;Acc:26131]	protein_coding	5	180326077	180377906	1	ensembl_havana	7	ENST00000231229|ENST00000340184|ENST00000400707|ENST00000508408|ENST00000511704|ENST00000533815	ENSP00000231229|ENSP00000342197|ENSP00000383543|ENSP00000424585|ENSP00000425207|ENSP00000435098	BTNL8_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000113327	P18507	GABRG2	gamma-aminobutyric acid (GABA) A receptor, gamma 2 [Source:HGNC Symbol;Acc:4087]	protein_coding	5	161494546	161582542	1	ensembl_havana	10	ENST00000356592|ENST00000414552|ENST00000361925	ENSP00000349000|ENSP00000410732|ENSP00000354651	GBRG2_HUMAN	DIRECT	CHEMBL2093872	SWISS-PROT	PROTEIN COMPLEX GROUP	GABA-A receptor; anion channel	POSITIVE MODULATOR|ALLOSTERIC ANTAGONIST|POSITIVE ALLOSTERIC MODULATOR|AGONIST|PARTIAL AGONIST|INVERSE AGONIST	CHEMBL1341 [METHOXYFLURANE][4][POSITIVE MODULATOR][Small molecule]|CHEMBL407 [FLUMAZENIL][4][ALLOSTERIC ANTAGONIST][Small molecule]|CHEMBL2096631 [CLORAZEPATE DIPOTASSIUM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL451 [CHLORDIAZEPOXIDE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1200703 [CHLORDIAZEPOXIDE HYDROCHLORIDE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL12 [DIAZEPAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1522 [ESZOPICLONE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL568 [OXAZEPAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL979 [MEPROBAMATE][4][AGONIST][Small molecule]|CHEMBL70418 [CLOBAZAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL661 [ALPRAZOLAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL646 [TRIAZOLAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL454 [BUTALBITAL][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL452 [CLONAZEPAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1200733 [DESFLURANE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL285674 [ESTAZOLAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1200802 [TALBUTAL][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1200982 [BUTABARBITAL SODIUM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1102 [GLUTETHIMIDE][4][POSITIVE MODULATOR][Small molecule]|CHEMBL2068724 [ACAMPROSATE CALCIUM][4][POSITIVE MODULATOR][Small molecule]|CHEMBL580 [LORAZEPAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1257 [ENFLURANE][4][POSITIVE MODULATOR][Small molecule]|CHEMBL591 [ETHCHLORVYNOL][4][POSITIVE MODULATOR][Small molecule]|CHEMBL450 [METHARBITAL][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL30219 [METHOHEXITAL SODIUM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1200790 [METHYPRYLON][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1200420 [MIDAZOLAM HYDROCHLORIDE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL969 [PRAZEPAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL856 [PRIMIDONE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL526 [PROPOFOL][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1200472 [QUAZEPAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL448 [PENTOBARBITAL][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL971 [PENTOBARBITAL SODIUM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1200903 [SECOBARBITAL SODIUM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1200694 [SEVOFLURANE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL967 [TEMAZEPAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1201065 [THIAMYLAL SODIUM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL738 [THIOPENTAL SODIUM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL681 [ETOMIDATE][4][POSITIVE MODULATOR][Small molecule]|CHEMBL3989724 [FLURAZEPAM HYDROCHLORIDE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL970 [HALAZEPAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL931 [HALOTHANE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1256 [ISOFLURANE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL220492 [TOPIRAMATE][4][POSITIVE MODULATOR][Small molecule]|CHEMBL1200789 [TRICLOFOS SODIUM][4][POSITIVE MODULATOR][Small molecule]|CHEMBL2103791 [ADIPIPLON][2][PARTIAL AGONIST][Small molecule]|CHEMBL3707317 [LOREDIPLON][0][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL2107801 [RESEQUINIL][2][INVERSE AGONIST][Small molecule]|CHEMBL3707402 [PF-06372865][2][AGONIST][Small molecule]|CHEMBL1568698 [GANAXOLONE][3][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL2104745 [PAGOCLONE][2][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL13280 [FLUNITRAZEPAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL282052 [METHAQUALONE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL2106829 [METHAQUALONE HYDROCHLORIDE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL2105527 [TETRAZEPAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL315795 [CLOMETHIAZOLE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1697737 [CLOTIAZEPAM][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]	4	1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000113327	P18507	GABRG2	gamma-aminobutyric acid (GABA) A receptor, gamma 2 [Source:HGNC Symbol;Acc:4087]	protein_coding	5	161494546	161582542	1	ensembl_havana	10	ENST00000356592|ENST00000414552|ENST00000361925	ENSP00000349000|ENSP00000410732|ENSP00000354651	GBRG2_HUMAN	DIRECT	CHEMBL2111392	SWISS-PROT	PROTEIN COMPLEX	GABA A receptor alpha-1/beta-1/gamma-2	POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989820 [ZOLPIDEM TARTRATE][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]|CHEMBL1521 [ZALEPLON][4][POSITIVE ALLOSTERIC MODULATOR][Small molecule]	4	1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000113407	P26639	TARS	threonyl-tRNA synthetase [Source:HGNC Symbol;Acc:11572]	protein_coding	5	33440802	33469644	1	ensembl_havana	9	ENST00000502553|ENST00000265112|ENST00000455217	ENSP00000424387|ENSP00000265112|ENSP00000387710	SYTC_HUMAN	DIRECT								2	SMALL_MOL	ORIGINAL
ENSG00000113441	Q9UIQ6	LNPEP	leucyl/cystinyl aminopeptidase [Source:HGNC Symbol;Acc:6656]	protein_coding	5	96271098	96373219	1	ensembl_havana	11	ENST00000231368|ENST00000395770	ENSP00000231368|ENSP00000379117	LCAP_HUMAN	DIRECT	CHEMBL3831223	SWISS-PROT	PROTEIN FAMILY	Aminopeptidase	INHIBITOR	CHEMBL2103847 [TOSEDOSTAT][2][INHIBITOR][Small molecule]	2	2	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000113448	Q08499	PDE4D	phosphodiesterase 4D, cAMP-specific [Source:HGNC Symbol;Acc:8783]	protein_coding	5	58264865	59817947	-1	ensembl_havana	12	ENST00000340635|ENST00000360047|ENST00000507116|ENST00000358923|ENST00000317118|ENST00000503258|ENST00000405755|ENST00000502484|ENST00000309641|ENST00000502575|ENST00000546160	ENSP00000345502|ENSP00000353152|ENSP00000424852|ENSP00000351800|ENSP00000321739|ENSP00000425605|ENSP00000384806|ENSP00000423094|ENSP00000308485|ENSP00000425917|ENSP00000442734	PDE4D_HUMAN	DIRECT	CHEMBL2093863	SWISS-PROT	PROTEIN FAMILY	Phosphodiesterase 4	INHIBITOR	CHEMBL1096 [AMLEXANOX][4][INHIBITOR][Small molecule]|CHEMBL1752 [DYPHYLLINE][4][INHIBITOR][Small molecule]|CHEMBL193240 [ROFLUMILAST][4][INHIBITOR][Small molecule]|CHEMBL190 [THEOPHYLLINE][4][INHIBITOR][Small molecule]|CHEMBL1200578 [THEOPHYLLINE SODIUM GLYCINATE][4][INHIBITOR][Small molecule]|CHEMBL1200875 [FLAVOXATE HYDROCHLORIDE][4][INHIBITOR][Small molecule]|CHEMBL1370561 [AMINOPHYLLINE][4][INHIBITOR][Small molecule]|CHEMBL514800 [APREMILAST][4][INHIBITOR][Small molecule]|CHEMBL1200434 [OXTRIPHYLLINE][4][INHIBITOR][Small molecule]|CHEMBL484785 [CRISABOROLE][4][INHIBITOR][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000113448	Q08499	PDE4D	phosphodiesterase 4D, cAMP-specific [Source:HGNC Symbol;Acc:8783]	protein_coding	5	58264865	59817947	-1	ensembl_havana	12	ENST00000340635|ENST00000360047|ENST00000507116|ENST00000358923|ENST00000317118|ENST00000503258|ENST00000405755|ENST00000502484|ENST00000309641|ENST00000502575|ENST00000546160	ENSP00000345502|ENSP00000353152|ENSP00000424852|ENSP00000351800|ENSP00000321739|ENSP00000425605|ENSP00000384806|ENSP00000423094|ENSP00000308485|ENSP00000425917|ENSP00000442734	PDE4D_HUMAN	DIRECT	CHEMBL2363066	SWISS-PROT	PROTEIN FAMILY	3',5'-cyclic phosphodiesterase	INHIBITOR	CHEMBL628 [PENTOXIFYLLINE][4][INHIBITOR][Small molecule]|CHEMBL932 [DIPYRIDAMOLE][4][INHIBITOR][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000113494	P16471	PRLR	prolactin receptor [Source:HGNC Symbol;Acc:9446]	protein_coding	5	35048861	35230794	-1	ensembl_havana	12	ENST00000231423|ENST00000513753|ENST00000348262|ENST00000382002|ENST00000511486|ENST00000310101|ENST00000542609|ENST00000342362	ENSP00000231423|ENSP00000424841|ENSP00000311613|ENSP00000371432|ENSP00000422556|ENSP00000309008|ENSP00000441813|ENSP00000339213	PRLR_HUMAN	DIRECT								1	BIO_MOL	ORIGINAL
ENSG00000113504	Q9Y666	SLC12A7	solute carrier family 12 (potassium/chloride transporter), member 7 [Source:HGNC Symbol;Acc:10915]	protein_coding	5	1050499	1112150	-1	ensembl_havana	15	ENST00000264930	ENSP00000264930	S12A7_HUMAN	DIRECT								4	SMALL_MOL	ORIGINAL
ENSG00000113520	P05112	IL4	interleukin 4 [Source:HGNC Symbol;Acc:6014]	protein_coding	5	132009678	132018368	1	ensembl_havana	6	ENST00000231449|ENST00000350025	ENSP00000231449|ENSP00000325190	IL4_HUMAN	DIRECT	CHEMBL3712894	SWISS-PROT	SINGLE PROTEIN	Interleukin-4	INHIBITOR	CHEMBL2108119 [PASCOLIZUMAB][2][INHIBITOR][Antibody]|CHEMBL2109611 [ANTI-IL4][1][INHIBITOR][Antibody]	2	1	BIO_MOL	ORIGINAL
ENSG00000113525	P05113	IL5	interleukin 5 (colony-stimulating factor, eosinophil) [Source:HGNC Symbol;Acc:6016]	protein_coding	5	131877136	131892530	-1	ensembl_havana	5	ENST00000231454	ENSP00000231454	IL5_HUMAN	DIRECT	CHEMBL1169600	SWISS-PROT	SINGLE PROTEIN	Interleukin-5	INHIBITOR	CHEMBL2108429 [MEPOLIZUMAB][4][INHIBITOR][Antibody]|CHEMBL2107884 [RESLIZUMAB][4][INHIBITOR][Antibody]	4	1	BIO_MOL	ORIGINAL
ENSG00000113578	P05230	FGF1	fibroblast growth factor 1 (acidic) [Source:HGNC Symbol;Acc:3665]	protein_coding	5	141971743	142077617	-1	ensembl_havana	13	ENST00000359370|ENST00000378046|ENST00000337706|ENST00000360966|ENST00000441680|ENST00000419524	ENSP00000352329|ENSP00000367285|ENSP00000338548|ENSP00000354231|ENSP00000404742|ENSP00000396195	FGF1_HUMAN	DIRECT	CHEMBL2120	SWISS-PROT	SINGLE PROTEIN	Acidic fibroblast growth factor	INHIBITOR	CHEMBL1615835 [MUPARFOSTAT][3][INHIBITOR][Oligosaccharide]|CHEMBL413376 [SURAMIN HEXASODIUM][3][INHIBITOR][Small molecule]	3	1	BIO_MOL | SMALL_MOL	ORIGINAL
ENSG00000113580	P04150	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor) [Source:HGNC Symbol;Acc:7978]	protein_coding	5	142657496	142815077	-1	ensembl_havana	10	ENST00000394464|ENST00000415690|ENST00000504572|ENST00000394466|ENST00000231509|ENST00000503201|ENST00000343796|ENST00000424646	ENSP00000377977|ENSP00000387672|ENSP00000422518|ENSP00000377979|ENSP00000231509|ENSP00000427672|ENSP00000343205|ENSP00000405282	GCR_HUMAN	DIRECT	CHEMBL2034	SWISS-PROT	SINGLE PROTEIN	Glucocorticoid receptor	AGONIST|ANTAGONIST|MODULATOR	CHEMBL635 [PREDNISONE][4][AGONIST][Small molecule]|CHEMBL1200845 [HALCINONIDE][4][AGONIST][Small molecule]|CHEMBL1201173 [MEDRYSONE][4][AGONIST][Small molecule]|CHEMBL1201749 [DIFLUPREDNATE][4][AGONIST][Small molecule]|CHEMBL632 [BETAMETHASONE][4][AGONIST][Small molecule]|CHEMBL389621 [HYDROCORTISONE][4][AGONIST][Small molecule]|CHEMBL1504 [TRIAMCINOLONE ACETONIDE][4][AGONIST][Small molecule]|CHEMBL1549 [HYDROCORTISONE CYPIONATE][4][AGONIST][Small molecule]|CHEMBL1159650 [CLOBETASOL PROPIONATE][4][AGONIST][Small molecule]|CHEMBL1200495 [HYDROCORTISONE SODIUM SUCCINATE][4][AGONIST][Small molecule]|CHEMBL1200600 [FLUOROMETHOLONE][4][AGONIST][Small molecule]|CHEMBL1200635 [HYDROCORTAMATE HYDROCHLORIDE][4][AGONIST][Small molecule]|CHEMBL1200762 [BETAMETHASONE SODIUM PHOSPHATE][4][AGONIST][Small molecule]|CHEMBL1200865 [LOTEPREDNOL ETABONATE][4][AGONIST][Small molecule]|CHEMBL1200909 [PREDNISOLONE TEBUTATE][4][AGONIST][Small molecule]|CHEMBL131 [PREDNISOLONE][4][AGONIST][Small molecule]|CHEMBL1512 [FLUNISOLIDE][4][AGONIST][Small molecule]|CHEMBL1200342 [PARAMETHASONE ACETATE][4][AGONIST][Small molecule]|CHEMBL1200384 [BETAMETHASONE DIPROPIONATE][4][AGONIST][Small molecule]|CHEMBL1200538 [BETAMETHASONE ACETATE][4][AGONIST][Small molecule]|CHEMBL1200637 [DEXAMETHASONE SODIUM PHOSPHATE][4][AGONIST][Small molecule]|CHEMBL1201081 [METHYLPREDNISOLONE SODIUM SUCCINATE][4][AGONIST][Small molecule]|CHEMBL1201109 [DESONIDE][4][AGONIST][Small molecule]|CHEMBL1200386 [PREDNICARBATE][4][AGONIST][Small molecule]|CHEMBL1200500 [BECLOMETHASONE DIPROPIONATE][4][AGONIST][Small molecule]|CHEMBL1200545 [DIFLORASONE DIACETATE][4][AGONIST][Small molecule]|CHEMBL1200877 [FLUMETHASONE PIVALATE][4][AGONIST][Small molecule]|CHEMBL1200908 [HALOBETASOL PROPIONATE][4][AGONIST][Small molecule]|CHEMBL1200968 [HYDROCORTISONE SODIUM PHOSPHATE][4][AGONIST][Small molecule]|CHEMBL1201064 [FLUOROMETHOLONE ACETATE][4][AGONIST][Small molecule]|CHEMBL650 [METHYLPREDNISOLONE][4][AGONIST][Small molecule]|CHEMBL1451 [TRIAMCINOLONE][4][AGONIST][Small molecule]|CHEMBL1501 [FLUOCINONIDE][4][AGONIST][Small molecule]|CHEMBL1676 [FLUTICASONE FUROATE][4][AGONIST][Small molecule]|CHEMBL1766 [DESOXIMETASONE][4][AGONIST][Small molecule]|CHEMBL1200376 [BETAMETHASONE BENZOATE][4][AGONIST][Small molecule]|CHEMBL1200449 [TRIAMCINOLONE DIACETATE][4][AGONIST][Small molecule]|CHEMBL1200562 [HYDROCORTISONE VALERATE][4][AGONIST][Small molecule]|CHEMBL1200732 [AMCINONIDE][4][AGONIST][Small molecule]|CHEMBL1200989 [ALCLOMETASONE DIPROPIONATE][4][AGONIST][Small molecule]|CHEMBL1201014 [PREDNISOLONE SODIUM PHOSPHATE][4][AGONIST][Small molecule]|CHEMBL1091 [HYDROCORTISONE ACETATE][4][AGONIST][Small molecule]|CHEMBL1161 [MOMETASONE FUROATE][4][AGONIST][Small molecule]|CHEMBL1530428 [DEXAMETHASONE ACETATE][4][AGONIST][Small molecule]|CHEMBL1683 [HYDROCORTISONE BUTYRATE][4][AGONIST][Small molecule]|CHEMBL1200774 [FLUPREDNISOLONE][4][AGONIST][Small molecule]|CHEMBL1200878 [TRIAMCINOLONE HEXACETONIDE][4][AGONIST][Small molecule]|CHEMBL1200975 [CLOCORTOLONE PIVALATE][4][AGONIST][Small molecule]|CHEMBL1201148 [MEPREDNISONE][4][AGONIST][Small molecule]|CHEMBL2040682 [CICLESONIDE][4][AGONIST][Small molecule]|CHEMBL989 [FLUOCINOLONE ACETONIDE][4][AGONIST][Small molecule]|CHEMBL1152 [PREDNISOLONE ACETATE][4][AGONIST][Small molecule]|CHEMBL1370 [BUDESONIDE][4][AGONIST][Small molecule]|CHEMBL384467 [DEXAMETHASONE][4][AGONIST][Small molecule]|CHEMBL1497 [BETAMETHASONE VALERATE][4][AGONIST][Small molecule]|CHEMBL1650 [CORTISONE ACETATE][4][AGONIST][Small molecule]|CHEMBL1200617 [RIMEXOLONE][4][AGONIST][Small molecule]|CHEMBL1364144 [METHYLPREDNISOLONE ACETATE][4][AGONIST][Small molecule]|CHEMBL1200953 [HYDROCORTISONE PROBUTATE][4][AGONIST][Small molecule]|CHEMBL1201012 [FLURANDRENOLIDE][4][AGONIST][Small molecule]|CHEMBL1473 [FLUTICASONE PROPIONATE][4][AGONIST][Small molecule]|CHEMBL1276308 [MIFEPRISTONE][4][ANTAGONIST][Small molecule]|CHEMBL271220 [CORT 108297][1][ANTAGONIST][Small molecule]|CHEMBL3544957 [CORT 125134][1][ANTAGONIST][Small molecule]|CHEMBL3137304 [DAGROCORAT][2][MODULATOR][Small molecule]|CHEMBL3545391 [ORG-34517][2][ANTAGONIST][Small molecule]|CHEMBL3137316 [FOSDAGROCORAT][2][MODULATOR][Small molecule]|CHEMBL2103876 [MAPRACORAT][3][AGONIST][Small molecule]|CHEMBL1201891 [DEFLAZACORT][4][AGONIST][Small molecule]|CHEMBL2105842 [CORTIVAZOL][4][AGONIST][Small molecule]|CHEMBL139835 [CYPROTERONE ACETATE][4][ANTAGONIST][Small molecule]	4	1	SMALL_MOL	ORIGINAL
ENSG00000113593	Q96BP3	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1 [Source:HGNC Symbol;Acc:28954]	protein_coding	5	64859063	64883376	1	ensembl_havana	7	ENST00000261308	ENSP00000261308	PPWD1_HUMAN	DIRECT								4	BIO_MOL	ORIGINAL
ENSG00000113594	P42702	LIFR	leukemia inhibitory factor receptor alpha [Source:HGNC Symbol;Acc:6597]	protein_coding	5	38475065	38608456	-1	ensembl_havana	5	ENST00000263409|ENST00000453190	ENSP00000263409|ENSP00000398368	LIFR_HUMAN	DIRECT								3	BIO_MOL	ORIGINAL
